year,subject,subj_code,prior_band,Astar,A,B,C,D,E,U
2022,Biology,1010,<1,,,,50.0,50.0,,
2022,Biology,1010,1-<2,,,,,,,100.0
2022,Biology,1010,2-<3,,,5.88,11.76,11.76,35.29,35.29
2022,Biology,1010,3-<4,0.72,0.72,2.9,12.32,19.57,28.99,34.78
2022,Biology,1010,4-<5,0.07,1.53,3.72,14.74,26.23,36.32,17.4
2022,Biology,1010,5-<6,0.29,3.03,10.61,22.85,31.44,24.94,6.85
2022,Biology,1010,6-<7,1.42,9.97,23.15,30.57,23.18,10.16,1.55
2022,Biology,1010,7-<8,8.11,28.75,31.1,20.9,8.82,2.13,0.19
2022,Biology,1010,8-<9,39.37,38.36,15.96,4.85,1.17,0.21,0.09
2022,Biology,1010,9>=,68.61,24.81,4.66,1.5,0.17,0.25,
2022,Biology,1010,Unknown prior,17.1,24.29,20.69,17.5,10.99,6.45,2.99
2022,Biology,1010,All,13.4,21.48,21.39,19.61,14.33,7.82,1.97
2022,Chemistry,1110,<1,,,100.0,,,,
2022,Chemistry,1110,1-<2,,,,,,,100.0
2022,Chemistry,1110,2-<3,,,,14.29,21.43,21.43,42.86
2022,Chemistry,1110,3-<4,,1.96,4.9,12.75,15.69,31.37,33.33
2022,Chemistry,1110,4-<5,0.25,2.63,6.38,13.27,21.4,34.17,21.9
2022,Chemistry,1110,5-<6,0.37,4.13,10.83,19.66,27.34,27.5,10.17
2022,Chemistry,1110,6-<7,1.5,11.04,20.29,25.56,24.31,14.47,2.83
2022,Chemistry,1110,7-<8,6.73,26.91,28.23,20.87,11.95,4.77,0.55
2022,Chemistry,1110,8-<9,31.51,40.44,17.66,7.56,2.19,0.58,0.06
2022,Chemistry,1110,9>=,59.84,29.35,7.79,2.17,0.72,0.12,
2022,Chemistry,1110,Unknown prior,18.49,27.83,18.61,13.41,11.5,7.12,3.05
2022,Chemistry,1110,All,14.28,24.94,20.35,16.88,13.03,8.24,2.28
2022,Physics,1210,<1,,,,100.0,,,
2022,Physics,1210,1-<2,,50.0,,,,,50.0
2022,Physics,1210,2-<3,,,,25.0,,25.0,50.0
2022,Physics,1210,3-<4,,3.51,5.26,22.81,19.3,29.82,19.3
2022,Physics,1210,4-<5,,1.28,7.53,14.35,24.01,31.82,21.02
2022,Physics,1210,5-<6,0.56,3.26,10.77,22.71,30.35,23.79,8.56
2022,Physics,1210,6-<7,1.93,11.12,22.84,27.83,22.53,11.25,2.49
2022,Physics,1210,7-<8,10.4,28.36,28.74,20.05,9.28,2.75,0.41
2022,Physics,1210,8-<9,40.19,35.28,16.41,6.2,1.44,0.4,0.08
2022,Physics,1210,9>=,67.45,22.55,7.14,2.14,0.51,0.2,
2022,Physics,1210,Unknown prior,21.66,23.24,18.76,14.27,12.45,5.98,3.65
2022,Physics,1210,All,17.03,22.39,20.62,17.68,12.85,7.15,2.27
2022,Electronics,1730,3-<4,,16.67,16.67,16.67,50.0,,
2022,Electronics,1730,4-<5,,7.58,16.67,18.18,39.39,13.64,4.55
2022,Electronics,1730,5-<6,0.84,10.92,23.53,26.89,25.21,10.08,2.52
2022,Electronics,1730,6-<7,11.45,32.06,24.43,12.98,11.45,6.11,1.53
2022,Electronics,1730,7-<8,30.53,41.05,16.84,8.42,2.11,1.05,
2022,Electronics,1730,8-<9,68.33,31.67,,,,,
2022,Electronics,1730,9>=,91.67,,8.33,,,,
2022,Electronics,1730,Unknown prior,40.0,20.0,,20.0,20.0,,
2022,Electronics,1730,All,20.04,24.29,18.02,14.37,15.59,6.07,1.62
2022,Environmental Science,1750,2-<3,,,,,,,100.0
2022,Environmental Science,1750,3-<4,,6.67,6.67,6.67,26.67,33.33,20.0
2022,Environmental Science,1750,4-<5,,,6.8,22.45,34.69,26.53,9.52
2022,Environmental Science,1750,5-<6,,3.12,18.38,33.64,27.41,14.33,3.12
2022,Environmental Science,1750,6-<7,1.7,13.88,35.69,26.35,17.56,3.68,1.13
2022,Environmental Science,1750,7-<8,13.82,26.27,40.09,14.75,5.07,,
2022,Environmental Science,1750,8-<9,41.27,30.16,23.81,4.76,,,
2022,Environmental Science,1750,9>=,57.14,42.86,,,,,
2022,Environmental Science,1750,Unknown prior,5.0,5.0,40.0,20.0,25.0,,5.0
2022,Environmental Science,1750,All,5.86,12.24,26.75,23.95,19.32,9.0,2.88
2022,Geology,1770,3-<4,,,,22.22,22.22,22.22,33.33
2022,Geology,1770,4-<5,,3.61,14.46,27.71,28.92,16.87,8.43
2022,Geology,1770,5-<6,1.52,9.6,17.17,28.79,31.82,10.61,0.51
2022,Geology,1770,6-<7,7.81,17.84,29.0,25.65,14.5,4.83,0.37
2022,Geology,1770,7-<8,18.36,43.0,28.99,6.76,2.42,0.48,
2022,Geology,1770,8-<9,55.88,32.35,6.86,3.92,0.98,,
2022,Geology,1770,9>=,85.71,14.29,,,,,
2022,Geology,1770,Unknown prior,,22.22,11.11,22.22,22.22,22.22,
2022,Geology,1770,All,14.14,22.06,21.72,19.34,15.38,6.0,1.36
2022,Mathematics,2210,<1,,,100.0,,,,
2022,Mathematics,2210,1-<2,,50.0,,,,,50.0
2022,Mathematics,2210,2-<3,,5.88,5.88,11.76,17.65,17.65,41.18
2022,Mathematics,2210,3-<4,1.18,4.73,8.28,14.79,15.98,29.59,25.44
2022,Mathematics,2210,4-<5,1.18,5.36,9.25,13.55,22.73,31.57,16.37
2022,Mathematics,2210,5-<6,1.84,8.18,12.09,20.4,27.06,23.05,7.39
2022,Mathematics,2210,6-<7,5.15,17.46,19.69,23.36,20.53,11.77,2.04
2022,Mathematics,2210,7-<8,17.55,31.49,21.32,16.57,9.45,3.16,0.46
2022,Mathematics,2210,8-<9,48.78,31.79,11.45,5.57,1.94,0.43,0.04
2022,Mathematics,2210,9>=,69.95,22.31,4.76,2.05,0.54,0.27,0.12
2022,Mathematics,2210,Unknown prior,28.33,25.43,15.4,12.4,8.31,6.88,3.25
2022,Mathematics,2210,All,23.07,24.72,16.3,14.93,11.85,7.22,1.92
2022,Mathematics (Statistics),2260,2-<3,,,100.0,,,,
2022,Mathematics (Statistics),2260,3-<4,,,20.0,30.0,30.0,20.0,
2022,Mathematics (Statistics),2260,4-<5,,3.81,9.52,28.57,28.57,20.95,8.57
2022,Mathematics (Statistics),2260,5-<6,1.41,5.99,20.77,27.82,26.06,14.08,3.87
2022,Mathematics (Statistics),2260,6-<7,4.13,16.06,29.82,34.4,10.55,5.05,
2022,Mathematics (Statistics),2260,7-<8,16.67,25.0,34.72,15.28,6.94,1.39,
2022,Mathematics (Statistics),2260,8-<9,54.17,12.5,33.33,,,,
2022,Mathematics (Statistics),2260,Unknown prior,,27.27,18.18,36.36,9.09,9.09,
2022,Mathematics (Statistics),2260,All,5.24,11.03,23.72,27.86,18.76,10.62,2.76
2022,Mathematics (Further),2330,1-<2,,,50.0,50.0,,,
2022,Mathematics (Further),2330,2-<3,,,,,,100.0,
2022,Mathematics (Further),2330,3-<4,12.5,12.5,,25.0,37.5,,12.5
2022,Mathematics (Further),2330,4-<5,5.56,13.89,19.44,19.44,12.5,19.44,9.72
2022,Mathematics (Further),2330,5-<6,5.37,15.54,17.51,23.16,17.51,15.82,5.08
2022,Mathematics (Further),2330,6-<7,10.36,21.97,22.74,21.62,15.12,5.74,2.45
2022,Mathematics (Further),2330,7-<8,24.93,31.27,22.42,12.6,6.18,2.02,0.57
2022,Mathematics (Further),2330,8-<9,54.19,28.7,10.52,4.71,1.52,0.26,0.11
2022,Mathematics (Further),2330,9>=,72.04,18.67,6.94,1.84,0.41,0.1,
2022,Mathematics (Further),2330,Unknown prior,41.18,26.13,16.28,8.21,4.79,2.33,1.09
2022,Mathematics (Further),2330,All,40.9,27.42,15.23,9.11,4.74,1.9,0.7
2022,Computer Studies / Computing,2610,1-<2,,,50.0,50.0,,,
2022,Computer Studies / Computing,2610,2-<3,,,,,,33.33,66.67
2022,Computer Studies / Computing,2610,3-<4,,,3.16,9.47,25.26,30.53,31.58
2022,Computer Studies / Computing,2610,4-<5,,2.89,9.52,16.51,28.55,28.07,14.46
2022,Computer Studies / Computing,2610,5-<6,0.85,5.79,16.99,26.53,30.09,15.14,4.6
2022,Computer Studies / Computing,2610,6-<7,3.23,15.63,28.82,27.39,17.96,5.84,1.13
2022,Computer Studies / Computing,2610,7-<8,14.59,33.44,29.87,14.82,5.63,1.44,0.21
2022,Computer Studies / Computing,2610,8-<9,48.33,33.73,12.83,3.88,1.08,0.15,
2022,Computer Studies / Computing,2610,9>=,76.41,15.38,6.67,0.51,0.51,,0.51
2022,Computer Studies / Computing,2610,Unknown prior,18.77,17.69,19.86,14.08,17.33,6.86,5.42
2022,Computer Studies / Computing,2610,All,14.82,20.94,22.39,18.43,14.34,6.73,2.36
2022,Business Studies:Single,3210,1-<2,,,33.33,33.33,,33.33,
2022,Business Studies:Single,3210,2-<3,,,8.11,21.62,35.14,24.32,10.81
2022,Business Studies:Single,3210,3-<4,0.17,1.67,10.2,21.57,30.94,23.58,11.87
2022,Business Studies:Single,3210,4-<5,0.58,3.54,21.06,33.15,26.39,11.72,3.57
2022,Business Studies:Single,3210,5-<6,1.77,10.31,36.42,32.36,14.16,3.96,1.01
2022,Business Studies:Single,3210,6-<7,7.65,22.73,42.79,20.15,5.37,1.05,0.26
2022,Business Studies:Single,3210,7-<8,20.24,35.59,35.66,7.19,1.08,0.19,0.06
2022,Business Studies:Single,3210,8-<9,43.75,35.28,17.41,2.93,0.32,0.24,0.08
2022,Business Studies:Single,3210,9>=,40.68,30.51,23.73,5.08,,,
2022,Business Studies:Single,3210,Unknown prior,8.05,16.48,30.82,22.26,12.58,6.16,3.65
2022,Business Studies:Single,3210,All,7.6,17.62,34.9,23.72,11.09,3.87,1.21
2022,Art and Design,3510,<1,,,,100.0,,,
2022,Art and Design,3510,1-<2,,,,,100.0,,
2022,Art and Design,3510,2-<3,,,4.35,43.48,21.74,13.04,17.39
2022,Art and Design,3510,3-<4,1.2,4.22,15.66,33.73,29.52,11.45,4.22
2022,Art and Design,3510,4-<5,3.99,7.98,26.38,36.81,16.6,6.56,1.67
2022,Art and Design,3510,5-<6,7.86,15.07,35.86,29.86,8.14,2.64,0.57
2022,Art and Design,3510,6-<7,18.48,24.59,37.38,15.03,3.74,0.72,0.07
2022,Art and Design,3510,7-<8,32.41,30.76,28.09,7.2,1.34,0.21,
2022,Art and Design,3510,8-<9,58.49,25.92,12.84,2.52,,0.23,
2022,Art and Design,3510,9>=,56.67,23.33,16.67,3.33,,,
2022,Art and Design,3510,Unknown prior,22.03,21.19,33.05,12.71,11.02,,
2022,Art and Design,3510,All,19.06,20.06,30.61,20.26,7.07,2.31,0.62
2022,Art and Design (Graphics),3550,1-<2,,,,33.33,66.67,,
2022,Art and Design (Graphics),3550,2-<3,4.76,14.29,23.81,33.33,19.05,4.76,
2022,Art and Design (Graphics),3550,3-<4,0.5,7.46,30.35,31.84,17.91,8.46,3.48
2022,Art and Design (Graphics),3550,4-<5,4.22,10.91,32.92,35.49,11.63,4.22,0.62
2022,Art and Design (Graphics),3550,5-<6,10.47,17.51,39.86,23.58,7.04,1.29,0.26
2022,Art and Design (Graphics),3550,6-<7,17.84,25.48,37.44,15.57,3.16,0.51,
2022,Art and Design (Graphics),3550,7-<8,35.02,31.3,25.34,7.15,0.89,0.3,
2022,Art and Design (Graphics),3550,8-<9,56.19,29.38,14.43,,,,
2022,Art and Design (Graphics),3550,9>=,57.14,28.57,,14.29,,,
2022,Art and Design (Graphics),3550,Unknown prior,19.05,20.24,29.76,16.67,9.52,3.57,1.19
2022,Art and Design (Graphics),3550,All,16.04,20.3,34.29,20.88,6.34,1.8,0.36
2022,Art and Design (Photography),3570,1-<2,,,25.0,37.5,25.0,,12.5
2022,Art and Design (Photography),3570,2-<3,,3.08,23.08,29.23,27.69,10.77,6.15
2022,Art and Design (Photography),3570,3-<4,2.13,4.52,23.8,37.77,20.61,9.57,1.6
2022,Art and Design (Photography),3570,4-<5,4.02,9.75,31.4,36.33,13.5,3.98,1.03
2022,Art and Design (Photography),3570,5-<6,10.63,17.14,38.84,24.42,7.03,1.66,0.28
2022,Art and Design (Photography),3570,6-<7,20.94,24.96,37.58,13.3,2.73,0.44,0.04
2022,Art and Design (Photography),3570,7-<8,35.36,28.77,27.93,6.38,1.46,0.1,
2022,Art and Design (Photography),3570,8-<9,56.25,27.08,15.83,0.83,,,
2022,Art and Design (Photography),3570,9>=,61.54,,38.46,,,,
2022,Art and Design (Photography),3570,Unknown prior,21.15,20.67,32.69,16.35,5.77,3.37,
2022,Art and Design (Photography),3570,All,14.16,17.47,34.07,23.42,7.99,2.39,0.5
2022,Art and Design (Textiles),3650,1-<2,,,,50.0,50.0,,
2022,Art and Design (Textiles),3650,2-<3,,16.67,33.33,50.0,,,
2022,Art and Design (Textiles),3650,3-<4,3.67,4.59,25.69,42.2,12.84,7.34,3.67
2022,Art and Design (Textiles),3650,4-<5,7.1,12.23,33.73,32.35,12.03,2.17,0.39
2022,Art and Design (Textiles),3650,5-<6,11.73,20.41,37.68,23.45,5.65,0.87,0.22
2022,Art and Design (Textiles),3650,6-<7,21.45,25.9,37.11,12.41,2.65,0.48,
2022,Art and Design (Textiles),3650,7-<8,35.41,30.78,26.16,5.84,1.61,0.2,
2022,Art and Design (Textiles),3650,8-<9,54.86,28.47,13.89,2.78,,,
2022,Art and Design (Textiles),3650,9>=,61.54,23.08,15.38,,,,
2022,Art and Design (Textiles),3650,Unknown prior,25.97,20.78,31.17,11.69,9.09,1.3,
2022,Art and Design (Textiles),3650,All,19.61,22.02,33.23,18.51,5.31,1.06,0.26
2022,Art and Design (3d Studies),3670,2-<3,,12.5,12.5,25.0,25.0,12.5,12.5
2022,Art and Design (3d Studies),3670,3-<4,1.3,10.39,11.69,41.56,11.69,16.88,6.49
2022,Art and Design (3d Studies),3670,4-<5,3.75,9.8,30.84,25.36,20.75,8.36,1.15
2022,Art and Design (3d Studies),3670,5-<6,10.42,13.83,35.42,25.57,10.8,2.65,1.33
2022,Art and Design (3d Studies),3670,6-<7,17.95,21.3,36.88,17.36,5.33,0.99,0.2
2022,Art and Design (3d Studies),3670,7-<8,35.41,31.13,24.12,7.0,1.56,0.78,
2022,Art and Design (3d Studies),3670,8-<9,57.14,29.87,9.09,3.9,,,
2022,Art and Design (3d Studies),3670,9>=,100.0,,,,,,
2022,Art and Design (3d Studies),3670,Unknown prior,23.53,29.41,29.41,14.71,2.94,,
2022,Art and Design (3d Studies),3670,All,16.74,18.32,30.98,20.16,9.35,3.48,0.98
2022,Art and Design (Critical Studies),3680,3-<4,,,25.0,50.0,25.0,,
2022,Art and Design (Critical Studies),3680,4-<5,5.0,10.0,35.0,30.0,5.0,15.0,
2022,Art and Design (Critical Studies),3680,5-<6,5.88,20.59,41.18,23.53,8.82,,
2022,Art and Design (Critical Studies),3680,6-<7,28.0,16.0,40.0,4.0,12.0,,
2022,Art and Design (Critical Studies),3680,7-<8,23.33,46.67,23.33,6.67,,,
2022,Art and Design (Critical Studies),3680,8-<9,80.0,20.0,,,,,
2022,Art and Design (Critical Studies),3680,Unknown prior,36.36,18.18,27.27,18.18,,,
2022,Art and Design (Critical Studies),3680,All,19.38,23.26,32.56,16.28,6.2,2.33,
2022,Art and Design (Fine Art),3690,1-<2,,,,33.33,,33.33,33.33
2022,Art and Design (Fine Art),3690,2-<3,,3.03,12.12,42.42,9.09,21.21,12.12
2022,Art and Design (Fine Art),3690,3-<4,2.02,2.89,18.79,33.82,26.59,11.85,4.05
2022,Art and Design (Fine Art),3690,4-<5,4.05,7.08,28.43,35.87,18.27,5.44,0.85
2022,Art and Design (Fine Art),3690,5-<6,8.47,15.73,38.4,27.14,7.94,2.14,0.19
2022,Art and Design (Fine Art),3690,6-<7,17.91,27.21,36.0,14.7,3.34,0.76,0.08
2022,Art and Design (Fine Art),3690,7-<8,38.13,30.59,24.34,5.97,0.84,0.14,
2022,Art and Design (Fine Art),3690,8-<9,61.89,25.18,10.96,1.72,0.19,0.06,
2022,Art and Design (Fine Art),3690,9>=,81.67,13.33,5.0,,,,
2022,Art and Design (Fine Art),3690,Unknown prior,23.26,23.87,27.79,18.13,4.83,1.81,0.3
2022,Art and Design (Fine Art),3690,All,23.72,21.69,29.33,17.28,5.9,1.78,0.31
2022,History of Art,3830,3-<4,,,100.0,,,,
2022,History of Art,3830,4-<5,,7.14,7.14,35.71,21.43,21.43,7.14
2022,History of Art,3830,5-<6,12.35,20.99,19.75,25.93,14.81,6.17,
2022,History of Art,3830,6-<7,16.53,26.45,26.45,21.49,5.79,2.48,0.83
2022,History of Art,3830,7-<8,32.57,25.14,30.86,7.43,4.0,,
2022,History of Art,3830,8-<9,56.95,27.15,13.25,1.99,0.66,,
2022,History of Art,3830,9>=,77.78,18.52,3.7,,,,
2022,History of Art,3830,Unknown prior,17.65,29.41,11.76,2.94,32.35,5.88,
2022,History of Art,3830,All,33.11,24.83,21.36,11.42,6.79,2.15,0.33
2022,Geography,3910,2-<3,,,,16.67,16.67,33.33,33.33
2022,Geography,3910,3-<4,,2.0,2.0,16.5,33.5,29.5,16.5
2022,Geography,3910,4-<5,0.17,1.51,12.37,31.64,31.8,17.54,4.96
2022,Geography,3910,5-<6,0.55,6.29,28.25,37.98,19.73,5.64,1.56
2022,Geography,3910,6-<7,3.69,19.9,42.15,25.02,7.49,1.41,0.33
2022,Geography,3910,7-<8,15.71,39.36,33.37,9.31,1.84,0.31,0.11
2022,Geography,3910,8-<9,44.64,39.55,13.73,1.69,0.31,0.07,
2022,Geography,3910,9>=,70.51,24.72,3.37,1.4,,,
2022,Geography,3910,Unknown prior,13.77,23.38,30.91,18.96,7.79,3.12,2.08
2022,Geography,3910,All,11.4,22.47,30.44,21.52,9.91,3.28,0.97
2022,History,4010,1-<2,,50.0,50.0,,,,
2022,History,4010,2-<3,,,,6.67,40.0,26.67,26.67
2022,History,4010,3-<4,,3.15,9.15,22.4,30.28,25.87,9.15
2022,History,4010,4-<5,0.17,2.36,15.47,34.38,32.69,11.18,3.75
2022,History,4010,5-<6,1.1,7.23,30.58,37.58,17.76,4.63,1.12
2022,History,4010,6-<7,4.05,19.42,42.34,25.42,7.17,1.29,0.32
2022,History,4010,7-<8,14.89,36.32,36.55,10.22,1.64,0.28,0.1
2022,History,4010,8-<9,39.81,41.47,16.35,2.09,0.2,0.06,0.02
2022,History,4010,9>=,65.06,27.06,6.99,0.76,0.13,,
2022,History,4010,Unknown prior,16.95,27.94,27.63,17.74,6.28,3.3,0.16
2022,History,4010,All,12.57,23.18,31.34,20.82,8.91,2.48,0.7
2022,Economics,4410,<1,,,,100.0,,,
2022,Economics,4410,1-<2,,33.33,,,,66.67,
2022,Economics,4410,2-<3,,10.0,,40.0,20.0,30.0,
2022,Economics,4410,3-<4,,2.42,10.91,16.97,30.91,26.67,12.12
2022,Economics,4410,4-<5,0.36,3.23,14.9,30.52,27.24,17.29,6.46
2022,Economics,4410,5-<6,1.28,8.79,27.2,32.85,20.6,7.13,2.16
2022,Economics,4410,6-<7,4.78,21.23,37.83,24.68,9.18,1.83,0.48
2022,Economics,4410,7-<8,16.35,37.49,32.77,10.79,1.99,0.41,0.21
2022,Economics,4410,8-<9,43.53,39.72,13.82,2.39,0.42,0.07,0.04
2022,Economics,4410,9>=,63.28,28.65,6.54,1.39,0.14,,
2022,Economics,4410,Unknown prior,16.34,29.51,25.97,15.64,6.98,3.8,1.77
2022,Economics,4410,All,14.36,25.02,28.23,18.88,9.15,3.27,1.1
2022,Religious Studies,4610,1-<2,,,33.33,,,66.67,
2022,Religious Studies,4610,2-<3,,,10.0,20.0,20.0,40.0,10.0
2022,Religious Studies,4610,3-<4,0.42,2.5,12.08,22.92,31.25,19.58,11.25
2022,Religious Studies,4610,4-<5,0.67,4.85,21.24,34.77,25.0,10.13,3.34
2022,Religious Studies,4610,5-<6,2.2,11.29,35.94,31.87,13.28,4.44,0.98
2022,Religious Studies,4610,6-<7,7.17,24.94,40.97,20.89,4.88,0.88,0.26
2022,Religious Studies,4610,7-<8,20.1,37.99,32.92,7.55,1.22,0.16,0.07
2022,Religious Studies,4610,8-<9,41.62,40.67,15.74,1.57,0.34,0.06,
2022,Religious Studies,4610,9>=,57.14,32.23,9.52,1.1,,,
2022,Religious Studies,4610,Unknown prior,17.22,27.15,31.13,14.57,5.96,3.31,0.66
2022,Religious Studies,4610,All,12.78,23.6,31.82,19.78,8.25,2.88,0.89
2022,Law,4770,1-<2,,,100.0,,,,
2022,Law,4770,2-<3,,,12.5,12.5,12.5,37.5,25.0
2022,Law,4770,3-<4,0.39,1.56,6.64,16.8,29.3,33.2,12.11
2022,Law,4770,4-<5,0.66,4.0,12.41,23.54,30.33,21.77,7.29
2022,Law,4770,5-<6,2.3,10.09,22.09,29.01,22.86,11.39,2.25
2022,Law,4770,6-<7,7.14,22.1,31.95,22.45,11.93,3.7,0.72
2022,Law,4770,7-<8,22.18,33.61,27.28,11.98,3.86,0.84,0.25
2022,Law,4770,8-<9,45.81,34.76,15.54,3.27,0.61,,
2022,Law,4770,9>=,78.57,14.29,7.14,,,,
2022,Law,4770,Unknown prior,16.54,18.8,22.56,19.55,15.79,5.26,1.5
2022,Law,4770,All,8.32,17.21,23.87,22.32,16.99,8.95,2.34
2022,Logic / Philosophy,4790,1-<2,,,,,,,100.0
2022,Logic / Philosophy,4790,2-<3,,,,,100.0,,
2022,Logic / Philosophy,4790,3-<4,,,2.94,2.94,29.41,44.12,20.59
2022,Logic / Philosophy,4790,4-<5,0.47,1.42,9.43,16.04,28.77,32.55,11.32
2022,Logic / Philosophy,4790,5-<6,0.79,5.83,21.26,26.93,25.98,15.12,4.09
2022,Logic / Philosophy,4790,6-<7,4.22,17.21,31.73,25.18,16.51,4.57,0.59
2022,Logic / Philosophy,4790,7-<8,14.97,34.07,30.91,16.07,3.16,0.69,0.14
2022,Logic / Philosophy,4790,8-<9,42.83,37.48,15.49,3.06,0.76,0.19,0.19
2022,Logic / Philosophy,4790,9>=,53.7,31.48,12.96,1.85,,,
2022,Logic / Philosophy,4790,Unknown prior,20.75,32.08,16.98,15.09,15.09,,
2022,Logic / Philosophy,4790,All,13.41,21.49,24.2,18.19,13.34,7.27,2.1
2022,Government and Politics,4830,1-<2,,100.0,,,,,
2022,Government and Politics,4830,2-<3,,5.26,,5.26,47.37,15.79,26.32
2022,Government and Politics,4830,3-<4,,3.54,11.5,28.32,30.97,14.6,11.06
2022,Government and Politics,4830,4-<5,1.02,5.19,18.18,32.47,26.2,12.31,4.63
2022,Government and Politics,4830,5-<6,2.87,11.52,33.29,30.37,16.08,4.31,1.56
2022,Government and Politics,4830,6-<7,8.66,26.18,38.15,20.09,5.48,1.12,0.32
2022,Government and Politics,4830,7-<8,22.4,38.86,29.13,8.06,1.13,0.27,0.14
2022,Government and Politics,4830,8-<9,48.34,36.8,12.71,1.82,0.29,,0.04
2022,Government and Politics,4830,9>=,67.3,27.62,4.44,0.63,,,
2022,Government and Politics,4830,Unknown prior,17.93,25.76,28.79,17.68,6.31,2.78,0.76
2022,Government and Politics,4830,All,15.89,24.73,28.68,18.29,8.53,2.78,1.1
2022,Psychology,4850,<1,,,100.0,,,,
2022,Psychology,4850,1-<2,,,50.0,,,,50.0
2022,Psychology,4850,2-<3,,2.44,4.88,,24.39,31.71,36.59
2022,Psychology,4850,3-<4,0.16,1.63,2.93,16.1,26.99,30.24,21.95
2022,Psychology,4850,4-<5,0.28,2.37,10.72,25.69,31.07,21.42,8.45
2022,Psychology,4850,5-<6,1.25,6.78,24.18,33.27,23.52,8.92,2.08
2022,Psychology,4850,6-<7,5.38,19.26,37.75,25.4,9.58,2.19,0.44
2022,Psychology,4850,7-<8,19.68,34.79,32.15,10.45,2.34,0.5,0.09
2022,Psychology,4850,8-<9,50.29,32.46,14.61,2.19,0.33,0.1,0.02
2022,Psychology,4850,9>=,70.31,19.11,8.19,2.05,0.34,,
2022,Psychology,4850,Unknown prior,12.57,21.51,28.12,19.83,11.17,4.56,2.23
2022,Psychology,4850,All,10.75,18.58,28.12,22.32,13.11,5.43,1.69
2022,Sociology,4890,1-<2,,,25.0,,,50.0,25.0
2022,Sociology,4890,2-<3,,1.59,9.52,22.22,22.22,22.22,22.22
2022,Sociology,4890,3-<4,0.55,1.42,9.72,26.48,29.49,21.82,10.51
2022,Sociology,4890,4-<5,0.94,4.38,20.21,35.15,26.68,9.72,2.92
2022,Sociology,4890,5-<6,2.97,12.86,34.92,31.74,13.2,3.36,0.96
2022,Sociology,4890,6-<7,10.85,26.19,39.15,18.47,4.42,0.73,0.19
2022,Sociology,4890,7-<8,27.55,36.91,27.28,6.94,1.03,0.19,0.1
2022,Sociology,4890,8-<9,52.34,32.97,12.83,1.53,0.25,0.08,
2022,Sociology,4890,9>=,65.0,25.0,10.0,,,,
2022,Sociology,4890,Unknown prior,13.07,18.84,31.16,18.34,10.55,6.53,1.51
2022,Sociology,4890,All,8.94,17.8,30.84,24.83,12.19,4.05,1.34
2022,English Language and Literature,5010,2-<3,,,,33.33,50.0,16.67,
2022,English Language and Literature,5010,3-<4,,0.79,9.52,30.16,30.16,22.22,7.14
2022,English Language and Literature,5010,4-<5,0.44,1.77,17.55,40.73,29.36,8.28,1.88
2022,English Language and Literature,5010,5-<6,1.18,7.61,34.81,39.95,13.01,2.72,0.72
2022,English Language and Literature,5010,6-<7,6.26,18.89,48.21,22.42,3.58,0.48,0.16
2022,English Language and Literature,5010,7-<8,20.56,33.67,37.48,7.46,0.83,,
2022,English Language and Literature,5010,8-<9,46.76,32.44,19.24,1.34,0.22,,
2022,English Language and Literature,5010,9>=,58.33,33.33,8.33,,,,
2022,English Language and Literature,5010,Unknown prior,15.28,19.44,23.61,25.0,12.5,4.17,
2022,English Language and Literature,5010,All,9.39,16.5,34.98,26.09,9.82,2.56,0.65
2022,English Language,5030,1-<2,,,100.0,,,,
2022,English Language,5030,2-<3,,16.67,16.67,16.67,50.0,,
2022,English Language,5030,3-<4,,2.52,8.82,26.89,40.34,15.97,5.46
2022,English Language,5030,4-<5,,1.5,15.26,41.11,31.48,9.08,1.56
2022,English Language,5030,5-<6,0.76,5.97,34.23,41.44,14.68,2.2,0.71
2022,English Language,5030,6-<7,3.8,18.32,47.57,25.07,4.5,0.63,0.12
2022,English Language,5030,7-<8,14.32,36.24,39.46,8.87,0.91,0.08,0.12
2022,English Language,5030,8-<9,37.75,40.66,20.08,0.88,0.63,,
2022,English Language,5030,9>=,63.41,26.83,9.76,,,,
2022,English Language,5030,Unknown prior,10.45,17.91,31.34,26.87,9.7,3.73,
2022,English Language,5030,All,6.4,16.66,35.36,27.77,10.88,2.36,0.57
2022,English Literature,5110,1-<2,,,,100.0,,,
2022,English Literature,5110,2-<3,,,,12.5,62.5,25.0,
2022,English Literature,5110,3-<4,,0.39,8.59,21.88,39.06,22.66,7.42
2022,English Literature,5110,4-<5,0.33,2.36,14.68,34.41,34.16,10.75,3.31
2022,English Literature,5110,5-<6,1.38,7.0,29.35,39.59,18.03,3.93,0.72
2022,English Literature,5110,6-<7,5.98,18.05,43.07,25.71,5.92,0.93,0.33
2022,English Literature,5110,7-<8,20.81,33.65,34.48,9.42,1.43,0.14,0.06
2022,English Literature,5110,8-<9,51.49,31.82,14.53,1.92,0.21,0.02,0.02
2022,English Literature,5110,9>=,69.28,22.1,7.52,0.94,0.16,,
2022,English Literature,5110,Unknown prior,18.93,21.5,29.98,17.95,9.27,1.78,0.59
2022,English Literature,5110,All,17.16,20.65,30.14,20.67,8.7,2.11,0.57
2022,Drama and Theatre Studies,5210,2-<3,,,22.22,22.22,22.22,33.33,
2022,Drama and Theatre Studies,5210,3-<4,0.68,0.68,12.24,31.29,34.01,17.01,4.08
